track_id,acousticness,danceability,energy,loudness,speechiness,tempo,valence
6d2i9NFTSQaXIwQUSombV7,0.326,0.358,0.395,-7.493,0.033,88.908,0.219
0cAsNLAI7ah9o1qHaV95wj,0.956,0.378,0.158,-12.018,0.0269,66.859,0.159
4Q6rcWGuHQAxMxzC0DbJm4,0.714,0.642,0.456,-7.923,0.0281,119.995,0.674
25o1M3Jse81xusDV6WhvC5,0.173,0.714,0.685,-10.441,0.0437,164.007,0.573
465JzFiajJO59sUrDFsxdC,0.283,0.682,0.669,-4.741,0.0275,81.999,0.831
08YwAPnX8sygJUXG9rvhDv,0.0545,0.687,0.873,-3.852,0.0335,130.024,0.884
5ptl2PXkiSth54HCuGO7vN,0.334,0.534,0.794,-3.738,0.0402,179.976,0.711
398dL22bDbKbAmiOnPaq7o,0.157,0.748,0.661,-6.702,0.0334,90.003,0.743
1zd35Y44Blc1CwwVbW3Qnk,0.305,0.725,0.853,-3.193,0.0516,134.991,0.707
5D9MPWdY2hjSeTIGE5n5kv,0.0717,0.712,0.817,-5.123,0.0279,100.016,0.679
6MCjmGYlw6mQVWRFVgBRvB,0.00299,0.663,0.871,-5.287,0.03,130.025,0.826
1lfK0hVEKdq0k4fFCZvQge,0.00249,0.473,0.819,-9.577,0.0425,105.029,0.827
4M9x9R9Ar89CFatJwMbkrf,0.0143,0.619,0.925,-3.56,0.0894,160.944,0.862
0qMip0B2D4ePEjBJvAtYre,0.00321,0.541,0.977,-2.828,0.157,134.938,0.263
6Tcl3oxCmscox51Kpp1vcy,0.0413,0.599,0.907,-2.499,0.0358,125.945,0.727
2Tkn0WEYxylHggkNXg6iud,0.00811,0.477,0.982,-2.582,0.129,184.028,0.73
2PaBbS561Wft9NqEz1lSvE,0.000775,0.504,0.955,-2.852,0.106,91.168,0.498
567GpcEdlzyrjzWh4vfRzX,0.197,0.497,0.83,-3.917,0.0275,164.032,0.655
0Mu4Yoh1DxMdn24tovjU76,0.0927,0.575,0.99,-1.147,0.256,140.99,0.453
5BM5QqCfb5j9rQ1RAtfwYw,0.211,0.504,0.709,-6.177,0.0898,159.829,0.363
3SlQVRQAgsc6ac6UBM9dIk,0.53,0.637,0.447,-5.893,0.0302,113.256,0.343
7K2YGhLjYz58iIMwLx31Th,0.00157,0.53,0.987,-2.258,0.125,95.492,0.415
1UpTXz33U2cZzpGhaKaXzo,0.00163,0.526,0.985,-2.905,0.106,96.517,0.392
6hIoBUG5amkusKDaJAmoVO,0.061,0.506,0.942,-3.253,0.116,130.985,0.505
4bKewsiRpYgAX7IV201coC,0.27,0.583,0.922,-2.93,0.0608,124.013,0.493
500Tkm3vJmVtdUwdCVxCTb,0.0865,0.629,0.867,-7.307,0.0603,151.695,0.876
1n73qhc15KRyVTfPhyvk0h,0.0942,0.504,0.861,-6.296,0.0561,107.51,0.468
5Og3LD4nFpB2ot0WSS05xf,0.305,0.537,0.662,-6.84,0.0301,127.038,0.178
65ayd2DDPVlB1kovJYQqgm,0.00669,0.576,0.937,-6.551,0.0493,102.714,0.574
2BLkpiR7oE09eY8DHUk6Bx,0.0399,0.399,0.716,-5.245,0.0297,138.992,0.398
24XLPD6Nzz5ZPFctYElnqM,0.0131,0.492,0.891,-6.689,0.0565,82.454,0.722
698biOo9tijeTrOZ7WlLLC,0.00128,0.427,0.935,-7.101,0.17,157.609,0.459
3gp3mfFPeT575RsvKYBJDU,0.152,0.379,0.909,-5.857,0.106,168.853,0.584
27IRo2rYeizhRMDaNVplNM,0.0369,0.562,0.742,-6.355,0.0346,165.6,0.793
6Dg8k3t1Z4mGgQuU4NEtAB,0.000489,0.327,0.952,-8.136,0.0612,86.283,0.695
7MQXDt4rMP2VR1MQjq7LeS,0.102,0.453,0.569,-8.056,0.0297,137.619,0.292
2uPgHqTZotNvcMVWuwkf5s,0.0682,0.425,0.779,-7.757,0.115,146.3,0.594
3dPtXHP0oXQ4HCWHsOA9js,0.00231,0.67,0.874,-5.221,0.0305,130.041,0.789
500Tkm3vJmVtdUwdCVxCTb,0.0865,0.629,0.867,-7.307,0.0603,151.695,0.876
1n73qhc15KRyVTfPhyvk0h,0.0942,0.504,0.861,-6.296,0.0561,107.51,0.468
5Og3LD4nFpB2ot0WSS05xf,0.305,0.537,0.662,-6.84,0.0301,127.038,0.178
65ayd2DDPVlB1kovJYQqgm,0.00669,0.576,0.937,-6.551,0.0493,102.714,0.574
2BLkpiR7oE09eY8DHUk6Bx,0.0399,0.399,0.716,-5.245,0.0297,138.992,0.398
24XLPD6Nzz5ZPFctYElnqM,0.0131,0.492,0.891,-6.689,0.0565,82.454,0.722
698biOo9tijeTrOZ7WlLLC,0.00128,0.427,0.935,-7.101,0.17,157.609,0.459
3gp3mfFPeT575RsvKYBJDU,0.152,0.379,0.909,-5.857,0.106,168.853,0.584
27IRo2rYeizhRMDaNVplNM,0.0369,0.562,0.742,-6.355,0.0346,165.6,0.793
6Dg8k3t1Z4mGgQuU4NEtAB,0.000489,0.327,0.952,-8.136,0.0612,86.283,0.695
7MQXDt4rMP2VR1MQjq7LeS,0.102,0.453,0.569,-8.056,0.0297,137.619,0.292
2uPgHqTZotNvcMVWuwkf5s,0.0682,0.425,0.779,-7.757,0.115,146.3,0.594
2jSifGHhg15GjVeiTNpmn8,6.25e-05,0.316,0.976,-2.975,0.127,148.034,0.18
1rN9QoVxw5U7TJkyaUR8C1,0.0495,0.508,0.889,-2.755,0.0862,135.014,0.332
0bL3RKnCoxN55AZ5ZaCx0q,0.00993,0.415,0.961,-2.334,0.185,136.16,0.517
4qyrJzQF0YecpeRzXMWrfW,0.0742,0.556,0.866,-2.878,0.0615,128.981,0.403
5KD9F02pDxIZVm1RGSXMNT,0.85,0.639,0.144,-11.665,0.171,95.995,0.221
5yKDHIN227zUjAOO8DDw3w,0.0176,0.651,0.749,-7.241,0.0336,102.567,0.539
5QVY2eP0GM7xd5r9eRJIlh,0.000143,0.385,0.934,-4.249,0.11,75.037,0.543
0PN2WHavM70GW8dnPoddfV,0.0135,0.62,0.865,-4.449,0.0781,141.04,0.659
3Zp85gotRBHjqkEfJ0sQ0q,0.741,0.382,0.201,-11.06,0.0312,134.067,0.234
4jgXLCKyW7sk0R15UYQxRW,0.292,0.592,0.722,-3.55,0.0391,138.025,0.387
56t3m0lqE6zU1EfgFOPqst,0.355,0.647,0.347,-6.076,0.0691,121.026,0.484
7oQs0qakNPmmRNvXcr9QBT,0.248,0.677,0.659,-6.279,0.0521,108.948,0.723
30cwzvmxhBPdlD1g9efF0k,0.59,0.36,0.381,-8.666,0.0488,198.228,0.346
6N8w4dGQd3bmfa2oUs8xO3,0.505,0.593,0.398,-8.214,0.0471,101.808,0.431
3E3iZv9qyoKIy13mbjX89A,0.361,0.624,0.755,-7.219,0.0757,144.048,0.773
6vhYDNMZgffPwcdXdvMqCS,0.764,0.518,0.354,-9.141,0.029,137.749,0.315
25RxZw46RfYpVWMIrIeZDS,0.585,0.639,0.43,-7.559,0.0292,107.996,0.39
204I3ezgUZ0UhU5lLgR6jl,0.86,0.636,0.314,-14.408,0.0308,94.985,0.411
4T6HLdP6OcAtqC6tGnQelG,0.39,0.686,0.688,-4.981,0.0254,123.125,0.493
3GU6fyFQ1Kuy7R0Pe4IaO7,0.314,0.698,0.506,-8.274,0.0518,105.034,0.472
4zKbPdCC2o8726tHh5sEJw,0.891,0.33,0.161,-15.495,0.0355,67.398,0.13
7wgYqjzA3qJLpyz89IlVPA,0.491,0.402,0.605,-7.257,0.0724,209.648,0.59
6Px92SOotPZgcW7wz3V0Lm,0.767,0.121,0.149,-18.043,0.0346,72.165,0.046
74xfSp5UDcIIGCL5zSollc,1.34e-05,0.35,0.881,-3.853,0.0792,87.565,0.248
1DGsQ8ZMWzfIkOx0aaHI6I,0.00122,0.514,0.947,-3.339,0.102,102.475,0.258
1S5Xk6YPenCeZwESO0V4LJ,0.0018,0.522,0.842,-3.898,0.0361,90.942,0.478
0zd7ypzzR3gWz0vCq4c3xZ,0.0211,0.613,0.88,-3.284,0.036,134.981,0.823
5LqbO4bq1AMV45RcgREDWe,0.000532,0.389,0.949,-2.927,0.0555,72.523,0.512
7bU2QuC2701qmRR0Oap311,0.000162,0.357,0.904,-3.254,0.148,177.955,0.362
5Cc3B9cldJQs8SE9JGAboU,7.49e-05,0.462,0.884,-3.093,0.0383,140.002,0.518
6aS12aTOpFE8zGRu7OL6nX,0.000158,0.466,0.807,-2.858,0.0493,104.89,0.446
6Kx3F3HdKdN7p4plCaGw4F,0.000118,0.413,0.841,-2.87,0.0382,136.002,0.43
1di1C0QI6Y92yZPYn6XYAZ,1.03e-05,0.436,0.934,-2.685,0.0507,91.481,0.384
2iP183cNAZ1njYjvm49yAm,0.00633,0.309,0.914,-3.039,0.0629,175.928,0.347
2u6yj6hi2pVMTKBOl2ddCL,0.00195,0.436,0.817,-2.786,0.044,136.951,0.333
2VBLFxCUyFp5BfmsZpxcis,0.0046,0.436,0.951,-4.748,0.202,169.955,0.428
3I09LQbHS3NSU46Ly3tPpR,0.533,0.535,0.548,-6.51,0.037,115.144,0.477
2YaDdaM7JTVqEPUSy9wAPh,0.427,0.403,0.53,-6.094,0.0423,149.191,0.619
2oqZBBjKNMfl9sdhnvCYgB,0.844,0.341,0.359,-9.471,0.0356,185.064,0.301
2m2neHY8NvToPYO1H0XCkq,0.778,0.643,0.427,-9.196,0.0391,116.042,0.577
4wLZ4zPM9c4oe1VV8ejdWV,0.844,0.608,0.37,-9.207,0.0306,127.631,0.349
242x0kB2MzkyihRPUWCzAN,0.552,0.401,0.598,-6.323,0.12,156.894,0.594
2e4FBygHA19B233VpRmEMC,0.21,0.483,0.38,-8.097,0.0391,118.177,0.372
1NnBOnFPFdYJdauawQt5bN,0.288,0.745,0.45,-9.121,0.0354,133.952,0.807
06SUI39R57c9Jm3l3r6Iyo,0.884,0.329,0.245,-12.176,0.0359,112.809,0.14
04XRimcx9QuSrtUvWpdkmS,0.092,0.718,0.624,-5.863,0.0843,132.998,0.297
3axj7Y0XGbrS6PQ2pXFwvC,0.882,0.561,0.366,-10.358,0.0391,110.539,0.306
36iZr5SC8qowAel5GaZSgz,0.536,0.656,0.42,-7.459,0.0442,127.853,0.42
4t5ZKs0xMESWicljP2uBEl,0.9,0.334,0.135,-12.601,0.0359,115.305,0.223
1zNXF2svmdlNxfS5XeNUgr,0.851,0.745,0.219,-11.216,0.0276,88.609,0.635
3oBsEd0mQKKge4HSSt5yV8,0.955,0.592,0.193,-13.876,0.0334,127.381,0.383
4cOtcRXI3a2v1gEsI1Meeo,0.866,0.521,0.124,-13.027,0.0432,170.933,0.377
57Uj1R74XAM4cSkgSWgAF7,0.809,0.691,0.322,-9.852,0.0313,109.399,0.374
6jGnykaS6TkWp15utXSAeI,0.902,0.436,0.141,-13.271,0.0308,76.64,0.146
6Ji1sHZczmntLaTrQa1uLg,0.892,0.593,0.27,-12.142,0.0274,74.652,0.479
1qzHqfvKrZWo6dVHM1dXrj,0.864,0.429,0.18,-10.694,0.0551,170.645,0.485
2ZkMAgbPbyjvLGesNMsAi7,0.903,0.658,0.158,-13.699,0.0284,90.329,0.322
15UqRQqmOTK7DzzA235r3e,0.784,0.675,0.266,-11.966,0.0261,98.802,0.434
4Zd7V4DsYsa2TwBWus5sCM,0.833,0.546,0.0626,-15.877,0.0433,79.763,0.39
19o4ndOJPZoIixFDMfi8C0,0.8,0.661,0.189,-10.23,0.0282,132.243,0.378
7zEnKQaNBcuOSsUZdRnPZM,0.81,0.58,0.351,-11.587,0.0305,150.456,0.355
2V473qE28Ky0ixp2qc7dgz,0.914,0.331,0.138,-16.629,0.0345,85.465,0.164
3HuLpW8NmFFO5GKY8andY2,0.978,0.379,0.0462,-14.719,0.0445,80.641,0.147
24mo3C5GuVTfoL8vedPMqL,0.975,0.544,0.0313,-17.972,0.0501,102.738,0.213
4k4gWXYWlEgSQUacnOsVOo,0.937,0.656,0.119,-12.521,0.0565,124.501,0.397
25BcIcGR7MaOEJ13hqJ5gV,0.829,0.606,0.159,-11.635,0.0271,80.387,0.276
2is3oJ3XSRa4wUbZjthnRe,0.95,0.476,0.115,-14.24,0.0334,119.24,0.124
4whxuTsTgkAaFWBTcR7iQX,0.967,0.544,0.0466,-15.523,0.0655,96.825,0.162
5H76bh5K4OFk5E1tlsXKP8,0.74,0.765,0.317,-15.122,0.0373,116.795,0.491
37cRAssY5trDl9j1l6A56n,0.716,0.733,0.236,-10.652,0.0289,89.555,0.422
63PCpl3dCvQHrybBpciWZ0,0.963,0.524,0.0565,-14.048,0.0429,82.713,0.203
15DYTTO3n6aKf6ptpIcCAR,0.482,0.687,0.36,-9.934,0.0295,73.932,0.362
1QLBKel4BFnZIk6VTQiiqY,0.397,0.737,0.176,-9.871,0.148,112.146,0.367
6FgVde4fAxfYuE4pTI5FJ7,0.976,0.539,0.0327,-13.228,0.0425,83.774,0.274
7wcMDBp3SwDFqA2ypsZOql,0.854,0.759,0.187,-13.213,0.0286,88.628,0.533
6wbvuaX310tEGa5YnDfvrZ,0.916,0.302,0.0993,-16.055,0.0335,84.216,0.163
7fDF3w1iHHTIGLoiicT0YI,0.92,0.704,0.186,-16.372,0.0318,117.408,0.343
4cQsLnEyRdXUMeyKd64L1P,0.915,0.608,0.136,-10.96,0.0391,83.768,0.39
0EZhN101tNagamUzsKATwO,0.927,0.563,0.0778,-15.976,0.0304,92.829,0.153
2FJKQdIBrHf89QIrPuSmoo,0.978,0.484,0.0416,-16.867,0.0384,110.427,0.0557
7ceSE8oIDnbxNxqz96zOrN,0.592,0.45,0.328,-11.505,0.0256,102.906,0.294
2aB2FlRLWGzB7OVkZSkO1I,0.906,0.548,0.203,-14.133,0.0286,107.794,0.188
42oRnhujIPH0uFu0vMTk4a,0.803,0.536,0.442,-12.309,0.0658,82.343,0.639
4yaoi2yin0n9WHaGFPcszQ,0.788,0.356,0.214,-14.146,0.0479,100.416,0.137
1GCYbTsxaEZDpkLyEi4eEy,0.876,0.355,0.0947,-15.899,0.0418,174.615,0.163
6tGYLJ9CeJNXK1VG2zUXcn,0.748,0.484,0.42,-13.136,0.0318,148.95,0.62
08D7UtYnMsUfhXetHntw6C,0.805,0.503,0.108,-17.012,0.0348,101.209,0.139
6u9se77X6undCFRV4Zy013,0.879,0.483,0.175,-13.091,0.0292,88.634,0.182
5WYknefatAUM4DlE491TEo,0.914,0.554,0.139,-15.437,0.0425,72.701,0.208
3VaAlw3WsBDAjvHbqR3wUY,0.837,0.495,0.158,-14.401,0.0372,83.635,0.276
3ErDX5XACrU3Hqeeb8qD0n,0.968,0.567,0.115,-14.13,0.0347,92.199,0.454
1MA7Ass8dizQznjVuoIWSd,0.953,0.744,0.259,-11.915,0.0362,138.414,0.361
6WwcO0vk75oNCWkIBMwT88,0.932,0.571,0.0698,-17.518,0.0335,106.323,0.218
2Dzzhb1oV5ckgOjWZLraIB,0.0307,0.733,0.598,-9.453,0.0377,118.012,0.831
7v8wKvNQQIxkugCFFjrkaO,0.000627,0.367,0.896,-4.002,0.091,170.863,0.38
5SBMNVrRM8xZpyGYTYtfR9,0.0578,0.491,0.937,-4.278,0.049,96.409,0.613
6yu913P5J0mUmbX4ZDofEv,0.12,0.639,0.942,-4.68,0.05,119.673,0.636
2BjUvisO4UVAtTHs4lYiqu,0.176,0.711,0.686,-6.484,0.0286,125.373,0.57
6Fme5eNhUk93pAP5zxuHhj,0.0466,0.654,0.779,-7.118,0.0348,120.362,0.51
1AIU8KPpCSTnGtDvl3N02o,0.155,0.351,0.559,-8.322,0.0583,108.793,0.224
3VglrdhjiPgRhaXksGjLjt,0.0301,0.607,0.85,-6.069,0.0511,113.414,0.815
2FfZg072w8RoxlMOR7M4CT,0.0187,0.637,0.856,-4.34,0.034,113.32,0.846
6s6nGROlSghPjWTUGddd56,0.744,0.659,0.396,-10.917,0.037,94.087,0.381
6aLZkgAUXzk1iCWYL4UVev,0.00873,0.612,0.787,-6.471,0.0389,98.563,0.674
4yFyjRx1e8w2iupncTBBtv,0.0516,0.491,0.819,-6.622,0.0324,117.548,0.599
33RPaJ5Jyv1TPfmT0a0pvv,0.629,0.449,0.254,-12.759,0.0359,183.594,0.4
3mMqk2MAWy2pT1E73nYauu,0.647,0.713,0.349,-14.835,0.0329,118.786,0.405
2bd5OLLqIiE4BnU7Wi52K2,0.0157,0.64,0.611,-8.314,0.0315,105.383,0.561
7mpwZr6bRlXCo2QBZ3UU4f,0.413,0.69,0.36,-11.781,0.0336,107.195,0.634
2OyPPvGtodiJmEtyZs8AqK,0.333,0.59,0.389,-10.41,0.028,103.833,0.483
7nhXN2H8h3i2PaHPXb6FO3,0.00704,0.752,0.773,-6.842,0.0441,116.975,0.686
7AMGgAPFczs3wJgMqu6Eqi,0.00892,0.663,0.731,-7.335,0.0338,97.025,0.356
4Lrz9Fg8L1yncuCjjKjD4D,0.0615,0.506,0.861,-5.899,0.15,175.966,0.647
3DyekzXIo7Or5Krd0eAmo5,0.179,0.657,0.698,-7.699,0.0679,126.106,0.571
2fMdT98JpheoBh6t8DBSjI,0.00144,0.616,0.875,-6.106,0.0442,137.934,0.832
2vMc8rqFmqs7RFi8NDx0CJ,0.0932,0.589,0.527,-8.332,0.0572,138.023,0.576
7pTwW5yCKRx6OkByY53jbz,0.00346,0.707,0.759,-7.955,0.0329,129.982,0.646
2Q0LpnMDXazZk49AWEiHE2,0.122,0.598,0.635,-8.788,0.0426,150.004,0.69
4Y9QwoUwo9blH9R9C5DCnk,0.832,0.251,0.209,-13.28,0.0363,166.043,0.207
2PDtvT5DEamQTM5qeiTDsR,0.151,0.669,0.798,-6.628,0.0498,108.024,0.548
6SyvPeEmj4yBblsKIyiGqT,0.126,0.564,0.564,-6.752,0.0792,172.025,0.714
6A8NfypDHuwiLWbo4a1yca,0.049,0.49,0.987,-2.279,0.253,175.064,0.451
7yQnZkAxSiAavC0zFRB1NI,0.208,0.577,0.864,-2.92,0.0447,96.04,0.698
3WY0iazRPHOlIq6CdbKLZ6,0.000387,0.564,0.896,-3.875,0.108,145.023,0.713
1pnXMEGyw85jtg9fFZf4GP,0.179,0.524,0.914,-2.104,0.12,89.015,0.63
4eChbtoFoOmWQt03aRDzaJ,0.073,0.669,0.934,-3.948,0.0653,129.974,0.175
7k9Y8EXEvzKOH3zdMVXXo4,0.406,0.368,0.327,-7.331,0.029,75.209,0.21
51iiBOpcbxJQWf1cI8kSf6,0.159,0.441,0.717,-3.979,0.0359,139.987,0.233
4oVlD8uK2QioN4iZ1lBL6X,0.875,0.696,0.376,-6.158,0.0305,111.941,0.774
68scrpEYQeO5B0OqAr2w9h,0.0359,0.673,0.601,-9.275,0.174,173.956,0.811
4JoovnjxbTgIOWeLoIRJmE,0.393,0.667,0.567,-13.148,0.158,71.923,0.666
1A7nAd8WFfRSj0GLxgsZgk,0.434,0.634,0.495,-9.068,0.476,83.358,0.755
0Ps8rK7UEa18U8KFXqtR8t,0.0402,0.751,0.668,-5.475,0.102,87.901,0.769
6DJoLa3EsX2PWQAIkjw08F,0.133,0.775,0.568,-8.735,0.094,85.452,0.769
4G1qRhOk1YY0kewtMaCrMC,0.337,0.643,0.486,-10.443,0.0278,138.151,0.146
0uod7vyYREXz3cFBa3W5iR,0.0219,0.708,0.649,-10.19,0.0349,90.031,0.769
0ub46MdzuYLOL7NbPreU0b,0.00731,0.827,0.513,-7.486,0.0689,134.253,0.889
20GF3fkvUO04Vuk4hKKKOL,0.412,0.532,0.527,-10.009,0.0342,143.844,0.503
2snKpf0vRYpyrSCqMkLztb,0.281,0.701,0.578,-5.825,0.084,73.002,0.773
3K0r4oPoNucAvwJIfFVYvg,0.668,0.6,0.536,-7.103,0.0559,136.907,0.457
194huZEFEvcseoxfo8vTfb,0.018,0.711,0.783,-6.745,0.232,181.892,0.628
3EEaEEltAaQAp0EhIwJEaK,0.001,0.57,0.954,-2.122,0.0571,141.962,0.936
38kcwx5znepLWCIBID0Bwm,0.00318,0.526,0.981,-1.82,0.111,142.016,0.781
1ZwRI1mol5gIAthygVVfhe,0.000691,0.516,0.958,-2.248,0.0564,100.961,0.805
38Xe3EIdBXJkv3dU0oRXos,0.00589,0.382,0.974,-1.85,0.08,99.404,0.615
1PubxlFeesWDghC3B9I280,0.000154,0.371,0.912,-3.697,0.0367,181.924,0.469
44KIthbhFgLiK2tRtQeGVE,0.0193,0.665,0.925,-2.844,0.12,126.013,0.862
0gahbZxNz6wn2Gz3IBsS8o,0.00315,0.49,0.955,-3.015,0.0736,142.037,0.735
692JISES18uZusvATsmv5h,0.00161,0.341,0.982,-1.341,0.132,134.065,0.798
7Aheu473SQ437ZkhFmOg7i,0.00113,0.435,0.939,-2.254,0.0558,170.035,0.537
3uaLzkODN7xLUkcQDSg15P,0.0175,0.458,0.954,-2.072,0.0722,148.079,0.501
24SMQ3rO4edaTk9ySaMTqI,0.39,0.763,0.914,-3.685,0.0288,104.983,0.825
2F9iSs6DypVQu26t5uaeFM,0.0836,0.666,0.923,-2.362,0.0712,128.014,0.861
0dSPApaBoWn6SA4GKWq9QK,0.0889,0.643,0.945,-2.095,0.0445,130.001,0.853
7zUgvDcQgn1TPEQHOsQo6y,0.109,0.668,0.814,-3.732,0.0287,99.98,0.584
5MUb136to9lnJLfIy5FZKI,0.179,0.707,0.709,-4.293,0.033,89.989,0.59
2vjY3jGKElvqXoaGNEuYef,0.0655,0.598,0.847,-2.54,0.205,169.959,0.728
5WYTSyhKonzQZ3hu14LNr6,0.175,0.698,0.795,-4.516,0.0337,99.987,0.356
0EzChFKeHX8U5jxerTIBLh,0.42,0.658,0.872,-3.009,0.0303,100.009,0.664
6A8NfypDHuwiLWbo4a1yca,0.049,0.49,0.987,-2.279,0.253,175.064,0.451
7yQnZkAxSiAavC0zFRB1NI,0.208,0.577,0.864,-2.92,0.0447,96.04,0.698
3WY0iazRPHOlIq6CdbKLZ6,0.000387,0.564,0.896,-3.875,0.108,145.023,0.713
1pnXMEGyw85jtg9fFZf4GP,0.179,0.524,0.914,-2.104,0.12,89.015,0.63
4eChbtoFoOmWQt03aRDzaJ,0.073,0.669,0.934,-3.948,0.0653,129.974,0.175
7k9Y8EXEvzKOH3zdMVXXo4,0.406,0.368,0.327,-7.331,0.029,75.209,0.21
51iiBOpcbxJQWf1cI8kSf6,0.159,0.441,0.717,-3.979,0.0359,139.987,0.233
4oVlD8uK2QioN4iZ1lBL6X,0.875,0.696,0.376,-6.158,0.0305,111.941,0.774
5SuOikwiRyPMVoIQDJUgSV,0.0322,0.676,0.461,-6.746,0.143,87.917,0.715
4LjIQmt1t6NjpM0tpttzjo,0.047,0.641,0.887,-4.665,0.0443,104.015,0.501
4CGy2qhEn8wN1eWXBpfbzr,0.0123,0.556,0.972,-1.609,0.162,145.003,0.577
7z4kZkNnocfZW1t5d77iU6,0.00473,0.603,0.962,-1.549,0.159,130.929,0.765
4BvuZVf9KyBN3QiPfeI9hw,0.0186,0.45,0.983,-2.246,0.282,179.041,0.314
5UXfC09ZN5Vj1Rm1wckSHh,0.0184,0.457,0.982,-1.708,0.255,184.937,0.562
2oukPm9yap4g2hFtjigIw9,0.454,0.573,0.738,-4.09,0.0354,82.03,0.594
3I8fdUwweMlXyv0AvYCoU9,0.0905,0.584,0.98,-1.069,0.147,89.911,0.733
2HC1w7CoiFJEuNRdKVC9Sb,0.156,0.619,0.956,-2.906,0.246,87.864,0.608
3VCNGorhyDctdlJ6QLYGtI,0.0127,0.594,0.982,-1.576,0.16,139.886,0.828
1geCCWtuQOMHSH720t4bT2,0.136,0.425,0.86,-2.786,0.0787,173.922,0.68
4gJXLzvyTMQ5T8abiCr9sO,0.0087,0.372,0.95,-2.626,0.189,185.019,0.701
24GwFhh1ByRhPuCBrTQhlW,0.02,0.507,0.983,-2.796,0.198,95.0,0.275
6nPuAKJNFAbkwjIV0oGnpS,0.00825,0.497,0.906,-3.748,0.0456,118.92,0.292
6A8NfypDHuwiLWbo4a1yca,0.049,0.49,0.987,-2.279,0.253,175.064,0.451
7yQnZkAxSiAavC0zFRB1NI,0.208,0.577,0.864,-2.92,0.0447,96.04,0.698
3WY0iazRPHOlIq6CdbKLZ6,0.000387,0.564,0.896,-3.875,0.108,145.023,0.713
1pnXMEGyw85jtg9fFZf4GP,0.179,0.524,0.914,-2.104,0.12,89.015,0.63
4eChbtoFoOmWQt03aRDzaJ,0.073,0.669,0.934,-3.948,0.0653,129.974,0.175
7k9Y8EXEvzKOH3zdMVXXo4,0.406,0.368,0.327,-7.331,0.029,75.209,0.21
51iiBOpcbxJQWf1cI8kSf6,0.159,0.441,0.717,-3.979,0.0359,139.987,0.233
4oVlD8uK2QioN4iZ1lBL6X,0.875,0.696,0.376,-6.158,0.0305,111.941,0.774
3gKtkQp6cQ4wqsx3bzs4tk,0.0259,0.493,0.866,-1.786,0.14,195.211,0.577
37bNBNB332HXbSy6079cws,0.153,0.709,0.962,-0.753,0.106,128.013,0.767
3uC62LIuJjBH7Ya8xLfcTi,0.0163,0.699,0.939,-1.686,0.0367,116.061,0.572
6yx0b2fX0JegQZFsYdLFwl,0.000599,0.599,0.889,-2.707,0.0589,178.045,0.681
7xZ7sJDin1yxvcfjWxc5gv,0.254,0.68,0.722,-3.086,0.199,99.332,0.714
0fXWmy6Yfoj2tsKecBToC7,0.0954,0.485,0.832,-2.127,0.0411,159.956,0.374
5PxHyC1Wdth4CxlMsBSklO,0.0111,0.414,0.88,-3.257,0.0825,197.595,0.39
0vHCmjN8pepvdu41r69gcB,0.0492,0.657,0.862,-4.163,0.0543,95.994,0.724
5N9wLoOxkCZcNhxRdMG70W,0.0712,0.629,0.945,-3.957,0.161,156.048,0.686
5b2Zd5mH2MNYohcWYfnUze,0.05,0.573,0.884,-3.873,0.113,152.0,0.595
61KYsWS25JXUO4fGb1138X,0.00459,0.526,0.976,-1.084,0.0799,178.129,0.554
4mNbJClAJtuwVnBIRlMYJB,0.0196,0.772,0.704,-4.742,0.0549,130.032,0.66
7MJgZqsnLjhGwcZpRuHyp0,0.0395,0.739,0.896,-4.203,0.156,99.955,0.904
1imCxLL7UtQUkqL3NiAmmg,0.0274,0.643,0.82,-3.118,0.183,119.94,0.697
7ajpbW6tBpqUI9foCtwlLw,0.0186,0.553,0.958,-3.159,0.073,170.045,0.541
2d8JP84HNLKhmd6IYOoupQ,0.0244,0.746,0.873,-3.803,0.128,148.075,0.817
5V5GpAKuuep9cH2uy9s4CN,0.0256,0.718,0.825,-5.063,0.128,150.103,0.549
0w3Q3VFdrYzo24QUIGnBNy,0.00715,0.545,0.763,-5.528,0.407,126.59,0.752
0W1OeXDPntUH0BeyJtE9UM,0.0324,0.635,0.721,-4.811,0.049,148.064,0.499
4xepGpmo2kv2PgRCrkWoCN,0.062,0.841,0.82,-3.946,0.0995,134.007,0.585
0LiteLBEA32FDQ86YZDUgA,0.689,0.708,0.682,-4.546,0.062,130.028,0.534
3ESSGgWzRf1xvP7G5hHMhB,0.0062,0.748,0.733,-4.421,0.072,93.019,0.291
1WoOzgvz6CgH4pX6a1RKGp,0.00419,0.748,0.741,-3.103,0.0531,128.077,0.537
4STnruOS34o1TIMxi9p6KF,0.146,0.778,0.577,-5.313,0.0512,123.977,0.547
2WB4Iip3WXoQPt940zkAAj,0.00776,0.769,0.895,-3.13,0.216,142.091,0.579
1iuljeYz6ZG3GTJOZZkoer,0.00116,0.746,0.764,-5.066,0.0423,137.98,0.518
1QsILO369FaBdl6V9YNFGl,0.00752,0.697,0.676,-3.51,0.0395,136.01,0.372
3wr2fJ91iGjZlrcDLJ6bYp,0.0407,0.681,0.57,-5.829,0.136,135.121,0.153
1Rue04MVaTGF5hPWHcAHIC,0.222,0.784,0.702,-4.723,0.0865,89.962,0.545
